#{"t_start": 1682099368.929204, "env_id": null}
-6.669178,151,138.114069
223.005362,151,138.315505
-6.726492,151,138.51841
-93.999874,106,138.662868
-105.178798,28,138.703213
-7.233349,151,138.907729
201.60867,141,139.110827
-109.107412,32,139.156197
-14.664685,151,139.356322
-114.211891,50,139.42297
-44.007449,151,139.629914
-107.766691,85,139.769113
-56.901231,21,139.803054
7.996833,151,140.028515
-94.914845,100,140.179438
16.167557,151,140.387527
-102.658723,29,140.433175
-105.070508,27,140.470734
-104.943375,53,140.545146
197.405733,139,140.73385
-99.445396,81,140.844688
-105.249863,110,140.993193
-36.782334,151,141.194129
-28.70755,151,141.390756
-102.71865,30,141.43035
-114.073138,59,141.50828
-101.829013,45,141.56859
-104.156507,18,141.592982
-21.48203,151,141.804858
-103.539483,83,141.910939
-95.04114,89,142.028593
-102.012677,44,142.088381
8.38287,151,142.288206
-37.006163,151,142.486556
-29.00628,151,142.684212
-44.206436,151,142.884714
0.879338,151,143.085068
-103.672182,86,143.196723
-21.427855,151,143.392804
-106.154062,66,143.4797
9.041722,151,143.679994
-44.433615,151,143.890831
-99.605944,75,143.989675
-107.512361,79,144.104086
-112.819063,90,144.230402
-119.568173,100,144.39396
-107.653124,81,144.520608
-36.975878,151,144.740135
9.257644,151,144.938096
-45.187775,151,145.134504
-21.503652,151,145.338825
1.222911,151,145.545632
-101.12512,26,145.582031
-6.27205,151,145.799516
-28.636458,151,146.003065
-109.647445,41,146.059343
-118.578025,97,146.203949
8.769093,151,146.40698
-28.950006,151,146.620574
8.793464,151,146.832758
-102.195997,52,146.903406
-105.189705,37,146.955897
-121.876567,90,147.080132
-99.679115,79,147.188745
-111.474169,48,147.259487
-7.022685,151,147.467132
-36.552691,151,147.673186
-52.431727,151,147.87878
-104.778288,117,148.034488
16.108253,151,148.236734
16.203661,151,148.435175
98.107844,93,148.56792
15.987763,151,148.774441
-99.462301,94,148.903888
-103.71107,27,148.940131
-44.448267,151,149.145847
-112.290761,43,149.205233
-14.396866,151,149.407422
-110.684302,57,149.495964
-101.577085,36,149.548188
-93.815319,110,149.723135
-44.328832,151,149.926808
324.921987,151,150.169589
-36.46137,151,150.387367
-37.686706,151,150.596524
324.982396,151,150.794697
9.177345,151,150.991817
16.624894,151,151.19281
-6.169631,151,151.393299
-107.013035,50,151.459656
-96.525964,61,151.542361
-95.09331,98,151.671837
-96.537356,61,151.762742
2.040214,151,151.974654
-112.522262,65,152.060606
-112.378049,52,152.128214
-22.220902,151,152.327283
-107.552568,54,152.40005
-122.959089,119,152.585609
-105.616767,30,152.628758
-117.191253,72,152.725336
-13.784433,151,152.935229
-45.48572,151,153.137463
-105.967799,66,153.222893
1.505367,151,153.435204
-99.768112,38,153.496386
-121.479284,110,153.651656
-28.898264,151,153.856599
-14.273378,151,154.061738
-101.982547,22,154.089741
-29.701747,151,154.294568
-20.70211,151,154.49688
-120.947811,72,154.597268
111.114797,99,154.733966
-115.51392,110,154.879961
-103.10092,75,154.982476
-103.226765,23,155.015725
-35.571729,151,155.224546
-44.102937,151,155.443083
-52.22548,151,155.659272
-30.342957,151,155.861719
-14.168604,151,156.108655
-29.075535,151,156.325253
-98.688674,149,156.531373
-100.740763,18,156.553671
-105.351437,58,156.632656
-109.612553,51,156.699629
-95.781575,41,156.754061
-7.026627,151,156.964978
-116.22287,113,157.116776
-14.237815,151,157.319159
9.157468,151,157.529141
1.279903,151,157.747154
-102.435357,18,157.772185
-36.988963,151,157.991248
-88.958812,107,158.143335
-105.985196,131,158.333361
-95.407099,45,158.398224
-28.791069,151,158.601998
1.558928,151,158.829388
-108.971163,94,158.962725
-5.968582,151,159.174435
-113.965118,98,159.322627
-104.613965,25,159.359864
-103.180047,14,159.382234
-6.047587,151,159.591591
8.142584,151,159.809211
-14.556708,151,160.020573
-97.045638,29,160.062637
-105.585961,20,160.090732
-14.144761,151,160.30093
-104.880703,26,160.339501
-108.670646,92,160.47049
-52.214464,151,160.670125
-126.036681,140,160.868543
-149.18702,145,161.063991
0.826817,151,161.263351
-104.020883,29,161.302227
-98.990349,145,161.528636
-83.668739,145,161.723025
8.229875,151,161.919859
-102.261016,51,161.989188
8.660898,151,162.185539
16.817685,151,162.381377
-14.205891,151,162.582214
-18.095472,39,162.634148
1.34008,151,162.832662
-18.094073,39,162.884959
-109.943971,103,163.021744
-36.270704,151,163.21772
-94.228823,109,163.359826
0.529187,151,163.554997
-99.877408,20,163.581149
-6.145374,151,163.776305
-14.071137,151,163.974516
-99.857235,31,164.014518
-109.408866,33,164.059461
-128.633656,98,164.187182
-22.028359,151,164.381116
-52.015977,151,164.577539
-52.839121,151,164.774471
-52.251716,151,164.969177
-106.479213,23,165.00053
-13.625371,151,165.200264
-29.360529,151,165.396497
-96.942854,57,165.471877
-99.538309,68,165.558034
325.267949,151,165.756872
-91.282181,148,165.947358
8.445859,151,166.141812
324.926799,151,166.338707
-29.634882,151,166.536011
-99.873428,26,166.569494
-13.968355,151,166.764063
-21.60973,151,166.960662
-36.172631,151,167.166835
-103.873826,17,167.188166
-96.598782,63,167.279662
-108.285367,86,167.393364
-6.444521,151,167.588991
-14.275155,151,167.797912
-21.29906,151,168.001152
-107.262456,52,168.079389
8.698821,151,168.300795
-97.255377,49,168.368752
-14.858825,151,168.56807
-44.026306,151,168.773965
-52.742918,151,168.991195
-37.760654,151,169.201831
7.500366,151,169.430483
-28.87573,151,169.628633
9.406845,151,169.827636
-92.323741,137,170.010242
-45.017614,151,170.209896
9.298885,151,170.410085
-29.509924,151,170.612192
-37.304305,151,170.809626
8.510938,151,171.008364
-52.397834,151,171.205511
-107.065673,30,171.245221
-132.368054,135,171.422091
0.544201,151,171.617996
-28.490169,151,171.818227
-93.377997,117,171.975976
-7.022102,151,172.202348
-118.981418,98,172.337379
-109.322989,67,172.432901
-100.773437,18,172.456286
-104.37317,19,172.485047
-43.945761,151,172.69458
-118.669082,134,172.882366
182.222461,132,173.06749
-101.54476,9,173.077881
-14.263113,151,173.29478
-91.403646,80,173.406889
-88.04479,121,173.58003
-111.871519,83,173.687894
325.448941,151,173.894145
-14.080205,151,174.105018
-102.274295,25,174.140862
-97.211154,50,174.208759
-98.948555,126,174.376218
-52.354067,151,174.583799
-21.642083,151,174.838893
15.394083,151,175.036598
0.994427,151,175.231866
-44.378907,151,175.434252
-104.485057,105,175.571093
-36.234598,151,175.76803
-114.623173,76,175.86632
325.373746,151,176.06836
-92.69391,71,176.160758
-102.477105,27,176.194583
325.326703,151,176.390705
-0.291934,151,176.589035
-37.191003,151,176.784262
-106.160257,22,176.811691
-44.357695,151,177.007093
-95.91095,72,177.102073
-13.961259,151,177.30693
-84.674924,144,177.495419
-106.485051,46,177.554231
-21.843825,151,177.757077
-15.245827,151,177.983274
-99.491661,67,178.07896
-93.844186,113,178.225356
-116.285942,110,178.36855
-36.634854,151,178.56665
-95.210994,84,178.676071
-110.097725,42,178.733228
-29.632785,151,178.927469
-14.111923,151,179.124536
-103.324192,76,179.221935
-52.035208,151,179.436561
-21.742117,151,179.63244
70.122738,80,179.735919
-104.990688,18,179.757343
-107.071151,38,179.807019
-22.067,151,180.006339
-112.015347,131,180.175689
-105.841809,31,180.218474
0.40042,151,180.413383
-95.898224,73,180.506561
325.399518,151,180.740567
15.806262,151,180.934938
8.222897,151,181.132259
-13.858441,151,181.335953
-107.667155,27,181.37285
-36.46346,151,181.567863
-36.931261,151,181.761576
1.237507,151,181.957932
-116.513918,118,182.111914
-112.4027,52,182.178355
16.044939,151,182.371396
182.195158,132,182.544343
-22.835305,151,182.742896
-44.474777,151,182.936852
152.177435,118,183.091503
8.659396,151,183.287076
-103.518805,39,183.338513
-28.966797,151,183.534301
-51.948817,151,183.743167
-109.440696,33,183.787131
-108.005565,43,183.840929
-110.401582,111,183.9901
8.230568,151,184.185213
8.002646,151,184.37843
0.890803,151,184.573557
-111.709133,125,184.737353
-22.172195,151,184.930914
-122.218519,117,185.084821
-21.692964,151,185.28313
-112.317636,43,185.340345
7.669278,151,185.535465
8.466155,151,185.729852
324.997096,151,185.925749
-117.277654,60,186.004125
-89.849784,97,186.132593
-29.416203,151,186.327089
-44.17457,151,186.525301
-106.041359,67,186.610827
1.168613,151,186.811168
-29.343944,151,187.007927
-109.507879,50,187.073275
0.929637,151,187.269654
-21.361808,151,187.464554
-118.583248,79,187.567293
8.445229,151,187.762108
-99.649485,62,187.853724
-98.3202,149,188.044488
-21.609752,151,188.241782
-29.080742,151,188.437153
-100.70956,17,188.458998
-51.41299,151,188.666122
-105.010497,120,188.839569
-43.992233,151,189.061196
-51.832664,151,189.271313
-125.106443,104,189.418513
-99.408612,96,189.546165
-103.180541,23,189.576097
-99.034899,119,189.735682
-106.868446,49,189.801952
-52.583001,23,189.837059
-100.613322,15,189.859957
-95.022132,94,189.993181
8.074657,151,190.196161
-92.258788,145,190.386537
-111.448978,40,190.439276
-6.771978,151,190.641292
-51.289697,151,190.841707
-6.775459,151,191.052711
-120.462857,138,191.26768
-92.857818,127,191.434783
-6.369613,151,191.661196
-104.970482,108,191.819258
-13.760357,151,192.029255
8.438659,151,192.226945
-91.232977,149,192.430199
-105.932927,64,192.51651
-92.662804,123,192.678783
-103.533006,13,192.694316
-104.047054,22,192.725006
-99.814015,25,192.758071
-93.176531,123,192.918644
-37.046142,151,193.123579
-51.438416,151,193.32611
-120.383062,84,193.432816
-103.987582,44,193.490965
-105.554832,20,193.517562
-6.6475,151,193.719045
-99.74313,42,193.778304
-127.07518,94,193.911642
-29.06482,151,194.129774
15.037571,151,194.33853
-37.149639,151,194.535386
-101.50862,17,194.559429
-44.082169,151,194.788526
1.312961,151,195.000454
-105.254556,28,195.042291
16.265047,151,195.270755
186.478689,134,195.468809
-90.575797,89,195.591217
-109.410389,67,195.687585
16.116589,151,195.90184
-104.713498,17,195.929739
-108.104262,58,196.010335
-6.683259,151,196.215286
-105.274429,19,196.246033
-116.896379,90,196.367254
-103.399295,38,196.419879
16.135137,151,196.622507
-0.849177,47,196.683037
-93.813736,106,196.821156
-21.163973,151,197.056474
8.016141,151,197.253957
16.252063,151,197.449483
-36.554991,151,197.654936
-21.820689,151,197.869497
-13.95551,151,198.091433
-22.001636,151,198.28665
-44.537579,151,198.503696
-99.594201,54,198.583287
-114.719688,77,198.685082
-51.396195,151,198.888824
-99.494486,79,199.001449
-98.978851,130,199.189218
-103.517911,13,199.209412
-103.240262,12,199.225215
-29.229988,151,199.436097
-95.387085,81,199.553286
-13.938057,151,199.765785
0.435882,151,199.975043
-6.746585,151,200.183919
-105.290742,19,200.21115
-96.198246,37,200.264665
-110.012393,71,200.364944
-22.062185,151,200.571677
-6.525675,151,200.785714
-92.025757,147,200.978445
-104.058331,100,201.124661
-44.825343,151,201.329549
-28.780043,151,201.53565
-103.05824,22,201.563291
1.341876,151,201.764878
-111.457115,60,201.868209
-99.624552,79,201.976132
-13.626058,151,202.172398
9.200021,151,202.371463
-125.827488,105,202.509969
-21.571608,151,202.707237
-20.794578,151,202.904185
15.714732,151,203.11074
-52.24039,151,203.311376
-85.423091,141,203.497782
-112.570035,52,203.563838
-94.874646,50,203.629201
8.135455,151,203.825312
-105.54256,40,203.877382
-116.401156,115,204.027046
-29.542411,151,204.223086
-13.603267,151,204.423017
-14.340263,151,204.619019
-13.987375,151,204.816893
-28.663116,151,205.012375
-112.734124,53,205.082966
-13.709129,151,205.27928
15.246901,151,205.47408
-116.758534,58,205.551153
-95.29712,85,205.66586
-120.159757,70,205.758604
-6.804866,151,205.957147
-29.309581,151,206.153415
0.283567,151,206.349505
-98.574341,27,206.386789
-108.180228,29,206.425267
-6.04169,151,206.620489
-121.2098,149,206.814091
-44.777888,151,207.01248
-93.676032,110,207.156188
-102.678914,61,207.234597
-98.141921,35,207.279617
-14.291826,151,207.474043
8.708626,151,207.670497
-98.240039,32,207.714352
-52.210068,151,207.912826
-44.171187,151,208.12016
-92.93875,66,208.21876
-93.001263,67,208.320868
-104.792894,54,208.399266
-101.939148,11,208.413799
-22.381737,151,208.620926
-52.089316,151,208.824651
-104.369994,31,208.865047
-15.937316,40,208.921049
-92.648433,133,209.100618
-28.619094,151,209.304599
-113.539784,71,209.398022
-36.363196,151,209.62464
325.269704,151,209.832849
8.162833,151,210.035424
-51.361656,151,210.234619
-104.712358,109,210.37921
-22.784565,151,210.578451
-99.788073,92,210.703853
8.444778,151,210.899837
16.328733,151,211.099774
-99.655445,50,211.165475
0.585516,151,211.371205
-108.230303,29,211.409851
-100.985539,24,211.442119
-52.148234,151,211.641658
-107.401659,26,211.674881
-14.550969,151,211.874498
-52.106133,151,212.07391
-29.461144,151,212.270149
325.274925,151,212.472342
-51.321877,151,212.667591
-90.884598,87,212.782746
-110.162922,110,212.929694
-94.555857,96,213.06585
-99.83559,24,213.099174
-110.20151,53,213.166531
15.646469,151,213.361692
8.21369,151,213.564439
-36.486126,151,213.766921
-93.868941,59,213.845841
-29.339229,151,214.045909
7.787149,151,214.248693
-105.001889,18,214.285551
-52.05761,151,214.490134
-99.231337,111,214.638396
-93.574959,63,214.730262
-52.373787,151,214.932522
-112.535192,67,215.022742
-13.850315,151,215.223677
-99.310017,66,215.317632
-109.569564,102,215.453348
-30.193644,151,215.659768
15.940053,151,215.867018
-113.753799,41,215.923291
-37.394192,151,216.121739
-103.700197,20,216.148025
-106.814444,29,216.18818
-113.772169,58,216.269224
0.603969,151,216.495227
-116.782134,70,216.593929
-101.725422,13,216.613008
-51.882606,151,216.815208
-52.09077,151,217.032434
-37.32374,151,217.263964
0.218353,151,217.483952
-99.629436,61,217.573162
-131.571204,130,217.758809
1.023708,151,217.975214
-95.243045,46,218.042883
-106.142369,22,218.075704
16.443815,151,218.290915
192.690285,137,218.480935
-52.064986,151,218.717302
-84.698961,144,218.929979
-106.59766,71,219.031119
-44.450951,151,219.235658
-29.862951,151,219.440695
-105.956484,32,219.481786
-21.398244,151,219.685515
-7.52232,151,219.91982
-91.023156,86,220.039137
-99.771174,45,220.102252
-107.707918,86,220.241656
-99.339229,91,220.381503
-104.160579,45,220.440862
-22.089337,151,220.644209
325.133562,151,220.841643
-106.868085,74,220.940568
-37.409425,151,221.138857
-13.205859,151,221.336518
-103.288378,18,221.361372
-15.083493,151,221.559588
-107.179696,38,221.607794
-94.213123,57,221.68439
-125.970917,109,221.827392
15.806313,151,222.026801
16.20621,151,222.239205
-88.817107,110,222.400788
-14.730864,151,222.607362
-104.287671,97,222.744064
-99.732844,107,222.882853
-84.729911,145,223.073321
16.363348,151,223.284055
-108.471464,58,223.366904
-36.908493,151,223.567842
-29.170001,151,223.767405
-95.439482,79,223.871165
0.630732,151,224.070905
-36.662168,151,224.268011
-102.410314,57,224.344343
-99.827224,36,224.390577
-22.425677,151,224.58884
-88.845984,103,224.730345
-108.524956,92,224.849019
-102.265386,25,224.882172
35.727921,64,224.966382
-52.141974,151,225.163601
-111.889483,62,225.245778
9.017353,151,225.443344
-109.446913,33,225.484678
128.466691,107,225.625473
-105.117616,134,225.802935
-113.116904,39,225.851289
-108.876009,93,225.976191
-104.183922,30,226.01615
-29.38369,151,226.211931
-98.3127,32,226.255668
-102.904918,32,226.296691
-92.775857,125,226.462807
-103.765065,86,226.574056
-5.972076,151,226.771049
-124.518052,130,226.941432
15.905702,151,227.140492
-99.626081,114,227.289569
-102.443362,11,227.30656
-44.237106,151,227.511777
-99.355414,144,227.716842
126.17132,106,227.873618
-6.853179,151,228.112952
-99.762284,38,228.175344
-29.060906,151,228.394537
-93.61474,60,228.478076
-119.240645,98,228.612186
-104.373919,49,228.680811
-44.012801,151,228.891117
-102.893601,21,228.922723
-106.526794,136,229.110771
-101.77078,42,229.165997
325.334962,151,229.368402
-6.035224,151,229.570541
8.553288,151,229.772984
-6.658982,151,229.969664
325.365812,151,230.216724
-28.844349,151,230.413656
-6.06291,151,230.612233
325.348447,151,230.80972
-6.273075,151,231.005881
-93.911239,105,231.143675
-103.671466,20,231.170275
-29.254696,151,231.365753
81.070591,85,231.479753
-112.560501,132,231.654686
16.228569,151,231.850241
-98.714638,24,231.882426
-52.386563,151,232.08169
-105.813816,131,232.263105
8.735076,151,232.459401
-107.931745,87,232.573761
-118.735098,98,232.698217
-92.318607,135,232.876135
-94.962193,97,233.004086
-44.932021,151,233.199203
-44.96026,151,233.394119
-29.506023,151,233.589803
-36.997049,151,233.783632
-6.54533,151,233.981747
-29.930388,151,234.179696
-99.812074,52,234.245559
-14.387987,151,234.439624
-114.151459,49,234.503127
0.338447,151,234.699318
16.212513,151,234.896312
-98.282979,138,235.073329
-97.008475,57,235.149097
-6.478442,151,235.346371
-104.281335,46,235.405894
0.564222,151,235.599987
-124.176092,101,235.730974
-89.104827,105,235.866989
-104.073852,94,235.988312
-103.8767,21,236.01613
-113.469448,56,236.090531
-6.16226,151,236.285504
-51.927321,151,236.499729
-105.445366,29,236.539609
-51.69951,151,236.767919
186.663235,134,236.973953
-28.615787,151,237.177496
-104.289844,103,237.324937
-103.725971,89,237.451771
-52.344607,151,237.658181
-13.534153,151,237.873953
-89.525947,95,238.002858
-107.63664,27,238.039517
-51.939295,151,238.244586
-110.79046,77,238.34648
-6.393773,151,238.563663
8.105013,151,238.771021
-103.646788,16,238.795226
-105.973298,64,238.895844
-111.787139,128,239.066068
-136.265732,123,239.237905
-29.876092,151,239.485177
16.348513,151,239.705624
-52.07165,151,239.919442
-36.453494,151,240.141217
-114.250036,101,240.28377
15.540296,151,240.490559
-29.676963,151,240.71542
-102.924384,13,240.731813
16.445519,151,240.939781
-87.501474,119,241.101437
-95.599516,80,241.206268
8.850894,151,241.410526
-110.773757,45,241.476678
-91.886941,150,241.693305
-123.912776,124,241.876624
-51.789521,151,242.094137
-105.283226,19,242.118274
-36.593147,151,242.330299
-102.190157,24,242.366071
-99.379535,84,242.480335
-108.231485,89,242.603138
-94.556666,51,242.674731
-96.77648,57,242.757518
-111.106184,78,242.860428
-96.119302,68,242.973898
-96.574705,64,243.068029
9.557473,151,243.296335
-99.729684,67,243.399451
-91.689297,80,243.519129
-114.204193,74,243.646093
-93.558028,120,243.82223
-102.945152,11,243.837684
-21.487309,151,244.056258
-110.475408,44,244.119573
-115.198256,53,244.200143
-44.288019,151,244.41113
-44.231573,151,244.620583
-106.141005,26,244.658349
16.017527,151,244.878947
-21.463303,151,245.097051
-111.449356,118,245.252389
15.751401,151,245.466373
-6.845118,151,245.667474
324.490829,151,245.870782
-51.459095,151,246.070569
27.138913,60,246.198788
-103.629558,90,246.338606
-7.328499,151,246.535195
0.208135,151,246.740523
-114.095775,73,246.834663
-21.743785,151,247.049155
164.908205,124,247.219869
-51.13981,151,247.449075
-101.973068,22,247.48251
-109.67636,70,247.574703
-14.359092,151,247.770434
-110.3339,112,247.917544
8.153147,151,248.123724
-103.506236,19,248.14694
-7.283887,151,248.346631
0.793237,151,248.547728
-51.973717,151,248.766457
-21.662545,151,248.967868
-99.659577,45,249.030603
-117.859973,62,249.11795
0.503636,151,249.324046
-110.278484,43,249.38018
-36.598877,151,249.604983
-108.299221,35,249.660993
0.483955,151,249.869989
14.24597,54,249.955598
-108.709858,46,250.018535
-6.549718,151,250.23438
-101.856526,41,250.290433
-20.266281,38,250.341858
-85.476623,135,250.523785
-96.177985,72,250.623264
-43.568156,151,250.824718
-102.544146,63,250.907923
-36.169117,151,251.117853
-28.874903,151,251.340519
-36.387534,151,251.578486
-115.338132,64,251.666575
8.427473,151,251.888497
-52.390906,151,252.104647
-29.03782,151,252.319412
-124.481857,102,252.462375
-113.939245,57,252.551081
-96.361719,67,252.644433
-106.977278,37,252.699362
-6.53462,151,252.909922
15.154007,151,253.125845
-118.400095,95,253.252704
-44.003959,151,253.454959
-96.227702,66,253.543134
137.040547,111,253.70173
-22.458571,151,253.944128
-98.551991,124,254.11217
-109.969515,35,254.162413
-6.263755,151,254.402498
-0.125164,151,254.608621
7.838589,151,254.808412
8.457124,151,255.012878
-28.822658,151,255.219488
-91.921292,137,255.410073
-105.872091,21,255.440438
-85.194758,143,255.662942
-103.985698,42,255.726627
-101.713813,13,255.748471
-93.906857,105,255.906921
-44.042909,151,256.130794
-102.14337,12,256.149124
-106.129791,66,256.251144
8.45636,151,256.483902
-108.829619,46,256.55642
-93.407686,119,256.736352
-92.563105,70,256.835055
-21.778518,151,257.035425
-110.235362,36,257.084599
-109.190551,32,257.129737
-101.320162,30,257.170248
-117.725104,124,257.35148
-111.963053,62,257.455154
-85.522301,139,257.64416
-6.650253,151,257.873455
325.26572,151,258.075428
-122.504737,78,258.185079
-137.323602,127,258.350538
15.758518,151,258.552006
-105.894108,21,258.582952
-110.667771,56,258.668689
-103.146165,72,258.777809
-102.699431,15,258.800827
-44.266721,151,259.011272
-125.509949,87,259.129447
-104.007039,92,259.261957
-102.818425,31,259.305571
-102.613049,66,259.400445
-21.625072,151,259.605656
-30.408782,151,259.822098
-6.856358,151,260.05422
-44.434153,151,260.271648
-84.615397,146,260.481345
-6.84507,151,260.697932
0.056745,151,260.904787
-6.318917,151,261.186512
-90.987191,86,261.338098
-108.750872,94,261.482387
1.105868,151,261.695238
-36.229301,151,261.923787
0.802646,151,262.156217
-7.054223,151,262.360602
-6.535181,151,262.571859
-6.588451,151,262.781471
-36.596698,151,263.014868
-107.546596,40,263.086532
-52.550189,151,263.329338
-6.441332,151,263.546374
-135.438425,143,263.744139
-22.341356,151,263.970554
15.286348,151,264.186865
-104.167465,45,264.249486
0.63771,151,264.456683
-37.214148,151,264.661868
-95.800128,73,264.761842
-22.454086,151,264.979211
-108.520993,30,265.022826
7.66398,151,265.259341
-99.638007,51,265.340484
-101.48919,34,265.394358
-110.768216,114,265.566302
-108.608247,61,265.656232
-43.912577,151,265.858901
-14.389241,151,266.081908
-36.290071,151,266.277334
-125.700166,106,266.41507
-51.36128,151,266.62154
-103.328288,37,266.672719
-108.077829,34,266.721437
-95.155654,90,266.841123
-98.656132,25,266.875534
-122.682414,94,267.006682
0.585278,151,267.202032
-101.585546,40,267.254211
-99.746897,47,267.316949
16.178463,151,267.520531
-51.981377,151,267.72569
-102.754284,20,267.752629
110.927318,99,267.887454
-101.383527,32,267.929466
-105.600462,24,267.965996
15.498692,151,268.169884
7.997832,151,268.378557
-99.774101,38,268.429997
-14.080833,151,268.635398
-123.09003,68,268.751026
-111.506246,83,268.889679
-106.454608,23,268.931331
-88.075511,111,269.109297
-113.01928,140,269.336558
-99.345436,86,269.493069
-117.344697,118,269.689894
-21.395439,151,269.905056
-120.196761,107,270.048501
-109.714014,69,270.141774
-119.266988,139,270.322355
-86.477518,129,270.495009
-44.63015,151,270.692691
-109.995732,42,270.750065
-51.753189,151,270.950767
-7.082607,151,271.15478
-29.151265,151,271.366509
-106.070425,150,271.569351
-99.071653,145,271.772449
-109.468027,66,271.866504
-20.839847,151,272.081525
-113.127189,143,272.293887
0.718962,151,272.522924
-14.193104,151,272.73772
-102.203588,51,272.806821
-37.27486,151,273.011075
-99.60814,110,273.165399
-99.683918,41,273.222529
-106.517935,47,273.290161
-22.466257,151,273.500672
-101.222576,28,273.539055
-29.098495,151,273.747151
-104.998163,18,273.769261
-133.245899,117,273.929395
-99.633198,77,274.039719
8.042783,151,274.247736
-102.52906,59,274.325955
-27.683929,151,274.524031
-94.916435,90,274.648447
-105.287279,19,274.675163
145.491588,115,274.829011
-116.346245,87,274.952839
-105.979647,144,275.154915
-97.803339,40,275.208585
9.051294,151,275.41104
-120.547288,107,275.559193
-121.848416,75,275.656718
-94.257605,105,275.797598
-36.740036,151,275.998299
-21.541798,151,276.219387
-51.847446,151,276.448019
